Frame Number,bubblegum,mumbathon,gaze-distance_bubblegum_mumbathon
15404,"0.3192013015085, 0.697605697435",Noisy,One player's frame missing
15405,"0.319158347279, 0.6968931636875001",Noisy,One player's frame missing
15406,"0.32007662519800006, 0.696578875265",Noisy,One player's frame missing
15407,"0.31904242032599994, 0.698025946975",Noisy,One player's frame missing
15408,"0.32223828826449996, 0.6984319581159999",Noisy,One player's frame missing
15409,"0.3217170707965, 0.6998197397354999",Noisy,One player's frame missing
15410,"0.322182576634, 0.7001814975934999",Noisy,One player's frame missing
15411,"0.323217189856, 0.6992488564724999",Noisy,One player's frame missing
15412,"0.319723582349, 0.696615023823",Noisy,One player's frame missing
15413,"0.3175668295555, 0.745312100224",Noisy,One player's frame missing
15414,"0.3161550191635, 0.7161008442924999",Noisy,One player's frame missing
15415,"0.31387908290949995, 0.7028925235765",Noisy,One player's frame missing
15416,"0.31354370497649997, 0.6985503024605",Noisy,One player's frame missing
15417,"0.31335565609149996, 0.6952888531765",Noisy,One player's frame missing
15418,"0.311593116924, 0.692959514133",Noisy,One player's frame missing
15419,"0.3135702102715, 0.6931387578595",Noisy,One player's frame missing
15420,"0.312272230133, 0.694332313982",Noisy,One player's frame missing
15421,"0.31274148082200004, 0.6932846102685",Noisy,One player's frame missing
15422,"0.31059390525700004, 0.6926729853115",Noisy,One player's frame missing
15423,"0.3107368800285, 0.6964021886005001",Noisy,One player's frame missing
15424,"0.31280932280100004, 0.6940521265805",Noisy,One player's frame missing
15425,"0.3120580036805, 0.6937768374419999",Noisy,One player's frame missing
15426,"0.3128534191005, 0.6962553399125",Noisy,One player's frame missing
15427,"0.3145384690745, 0.6905425492995",Noisy,One player's frame missing
15428,"0.312728439641, 0.695498168926",Noisy,One player's frame missing
15429,"0.3153005374106667, 0.6914116852286667",Noisy,One player's frame missing
15430,"0.3145389731875, 0.688869920103",Noisy,One player's frame missing
15431,"0.3146861017725, 0.6865432907205",Noisy,One player's frame missing
15432,"0.31582397820849994, 0.6906053238715",Noisy,One player's frame missing
15433,"0.314441134137, 0.732348386717",Noisy,One player's frame missing
15434,"0.3105015086553333, 0.75761976198",Noisy,One player's frame missing
15435,"0.309649584967, 0.778331211978",Noisy,One player's frame missing
15436,"0.30546252914600003, 0.7289653570105",Noisy,One player's frame missing
15437,"0.3015684347275, 0.7158334923605",Noisy,One player's frame missing
15438,"0.299858901657, 0.7001148120909999",Noisy,One player's frame missing
15439,"0.2991778499623333, 0.7021032583603334",Noisy,One player's frame missing
15440,"0.29842541951949997, 0.697692524274",Noisy,One player's frame missing
15441,"0.29779057310650003, 0.7007660727895",Noisy,One player's frame missing
15442,"0.2970770040865, 0.702083572016",Noisy,One player's frame missing
15443,"0.296003986595, 0.701515187359",Noisy,One player's frame missing
15444,"0.296914033003, 0.6993734557110001",Noisy,One player's frame missing
15445,"0.2984639096483333, 0.6989718956246667",Noisy,One player's frame missing
15446,"0.3120897066155, 0.7621717742940001",Noisy,One player's frame missing
15447,"0.312279131318, 0.7856275860055",Noisy,One player's frame missing
15448,"0.30460398461599997, 0.74473307411",Noisy,One player's frame missing
15449,"0.301458700583, 0.7267250172574999",Noisy,One player's frame missing
15450,"0.32016672082466663, 0.7311060307813334",Noisy,One player's frame missing
15451,"0.3300405237245, 0.7229305510449999",Noisy,One player's frame missing
15452,"0.331474101836, 0.7153867291295",Noisy,One player's frame missing
15453,"0.329665045715, 0.714182193978",Noisy,One player's frame missing
15454,"0.327186022249, 0.720499681185",Noisy,One player's frame missing
15455,"0.3273816201413333, 0.7192016325143333",Noisy,One player's frame missing
15456,"0.32718727205700004, 0.7177593646814999",Noisy,One player's frame missing
15457,"0.3275526122745, 0.72289385854",Noisy,One player's frame missing
15458,"0.327926571967, 0.716289026533",Noisy,One player's frame missing
15459,"0.32902711607699997, 0.7188327869075",Noisy,One player's frame missing
15460,"0.340642182284, 0.7261415629729999",Noisy,One player's frame missing
15461,Missing,"0.293318089561, 0.7026412248109999",One player's frame missing
15462,"0.34289787835450003, 0.7270668423865",Noisy,One player's frame missing
15463,"0.3431096023005, 0.728294344956",Missing,One player's frame missing
15464,"0.34955452310400004, 0.775151252333",Missing,One player's frame missing
15465,"0.3552569480803333, 0.8058901762753333",Missing,One player's frame missing
15466,"0.35690759621400003, 0.8240771265025",Missing,One player's frame missing
15467,"0.357821220662, 0.822411536032",Missing,One player's frame missing
15468,"0.3588732807665, 0.830673391899",Missing,One player's frame missing
15469,"0.3605936752905, 0.8289804908645",Missing,One player's frame missing
15470,"0.366827885112, 0.8161482633136666",Missing,One player's frame missing
15471,"0.366979064718, 0.8107225061745",Missing,One player's frame missing
15472,"0.362095944021, 0.809004899645",Missing,One player's frame missing
15473,"0.362082739156, 0.8231820684365",Missing,One player's frame missing
15474,"0.362661010856, 0.830378502176",Missing,One player's frame missing
15475,"0.3639569916616667, 0.8266230371136666",Missing,One player's frame missing
15476,"0.37175415377349996, 0.8418717694960001",Missing,One player's frame missing
15477,"0.36917535976, 0.8302468722220001",Missing,One player's frame missing
15478,"0.364010070776, 0.8233489706845",Missing,One player's frame missing
15479,"0.366219509933, 0.827541361577",Missing,One player's frame missing
15480,"0.3532614069055, 0.7719163143165001",Missing,One player's frame missing
15481,"0.348021647342, 0.7470869478646667",Missing,One player's frame missing
15482,"0.346310751969, 0.734577117093",Noisy,One player's frame missing
15483,"0.346272410864, 0.7316971158085",Noisy,One player's frame missing
15484,"0.3453547390865, 0.729888537413",Noisy,One player's frame missing
15485,"0.34526551215199996, 0.7283191190905",Noisy,One player's frame missing
15486,"0.3474994933576667, 0.7266631660933333",Noisy,One player's frame missing
15487,"0.34407222826399997, 0.726796430926",Noisy,One player's frame missing
15488,"0.342210876552, 0.7271708388325",Noisy,One player's frame missing
15489,"0.345494331208, 0.72275389785",Noisy,One player's frame missing
15490,"0.344610628044, 0.7251008011110001",Noisy,One player's frame missing
15491,"0.344636576323, 0.7282972567840001",Noisy,One player's frame missing
15492,"0.34445623007, 0.726355378095",Noisy,One player's frame missing
15493,"0.3466992417725, 0.7281315779149999",Noisy,One player's frame missing
15494,"0.3461732305895, 0.7315940746210001",Noisy,One player's frame missing
15495,"0.346341612722, 0.727688215446",Noisy,One player's frame missing
15496,"0.34867654539233334, 0.7284743949473333",Noisy,One player's frame missing
15497,"0.34496122373800003, 0.732869195326",Noisy,One player's frame missing
15498,"0.34612941325700003, 0.7358446646329999",Noisy,One player's frame missing
15499,"0.3445422497555, 0.7351092777915",Noisy,One player's frame missing
15500,"0.34398306678299995, 0.7346331287879999",Noisy,One player's frame missing
15501,"0.34167985547400004, 0.739677467434",Noisy,One player's frame missing
15502,"0.341379849992, 0.7379644886105",Noisy,One player's frame missing
15503,"0.3425802314235, 0.734962426417",Noisy,One player's frame missing
15504,"0.34382684785249995, 0.732153897084",Noisy,One player's frame missing
15505,"0.3430946020475, 0.7315080214515",Noisy,One player's frame missing
15506,"0.34303029561, 0.732276409297",Noisy,One player's frame missing
15507,"0.3460173559165, 0.7275101753105",Noisy,One player's frame missing
15508,"0.34503555719449996, 0.7272878156995",Noisy,One player's frame missing
15509,"0.344320616568, 0.7277674858695",Missing,One player's frame missing
15510,"0.34414639815399994, 0.7296502051959999",Missing,One player's frame missing
15511,"0.3442935202955, 0.7291401316015",Missing,One player's frame missing
15512,"0.34586884574949994, 0.7215638045489999",Missing,One player's frame missing
15513,"0.354351434716, 0.77135321114",Missing,One player's frame missing
15514,"0.366409696907, 0.8154250847985001",Missing,One player's frame missing
15515,"0.37069590720900003, 0.805839017273",Missing,One player's frame missing
15516,"0.3678731311705, 0.816590948407",Missing,One player's frame missing
15517,"0.3663824566375, 0.818496227365",Missing,One player's frame missing
15518,"0.3537893908085, 0.7647365256134999",Missing,One player's frame missing
15519,"0.353466490179, 0.7376202224305",Missing,One player's frame missing
15520,"0.35139260848049997, 0.7208281792685001",Missing,One player's frame missing
15521,"0.3458059617635, 0.7207531835104999",Missing,One player's frame missing
15522,"0.34424482606150003, 0.7207220448714999",Missing,One player's frame missing
15523,"0.3510110281485, 0.7263775260815",Missing,One player's frame missing
15524,"0.35223350159449995, 0.723341063317",Missing,One player's frame missing
15525,"0.3515113278015, 0.722550840908",Missing,One player's frame missing
15526,"0.3532448435465, 0.7238577909165",Missing,One player's frame missing
15527,"0.354961494661, 0.7233995176735",Noisy,One player's frame missing
15528,"0.35253931808899996, 0.724030934981","0.204192648876, 0.6977109168179999",0.15066345815323598
15529,"0.3521296543605, 0.724912003758",Noisy,One player's frame missing
15530,"0.3530740882165, 0.7240628036165","0.214561158166, 0.7369619367039999",0.13911225476421457
15531,"0.3604655494245, 0.769733446177",Noisy,One player's frame missing
15532,"0.357222084983, 0.739913128824",Noisy,One player's frame missing
15533,"0.356462035964, 0.7249545181345001",Noisy,One player's frame missing
15534,"0.355630092699, 0.722169275506",Noisy,One player's frame missing
15535,"0.353824026951, 0.721425871717",Noisy,One player's frame missing
15536,"0.356429012871, 0.716617033853",Noisy,One player's frame missing
15537,"0.35785361207099997, 0.71349566138",Noisy,One player's frame missing
15538,"0.3566677178985, 0.7151707927355",Noisy,One player's frame missing
15539,"0.3536737821125, 0.7210363088845",Noisy,One player's frame missing
15540,"0.35375900067300003, 0.7199596531395",Noisy,One player's frame missing
15541,"0.35408997349, 0.7228685556700001",Noisy,One player's frame missing
15542,"0.355563465965, 0.720281775601",Noisy,One player's frame missing
15543,"0.3559450052145, 0.7201870119789999",Noisy,One player's frame missing
15544,"0.3593346007805, 0.714163446656",Noisy,One player's frame missing
15545,"0.3608431604385, 0.710775238269",Noisy,One player's frame missing
15546,"0.358810032836, 0.7120896544705",Noisy,One player's frame missing
15547,"0.35716047051, 0.7156407263935",Noisy,One player's frame missing
15548,"0.35711243772249995, 0.718752732131",Noisy,One player's frame missing
15549,"0.355731853131, 0.7206860397620001",Noisy,One player's frame missing
15550,"0.35672600520349995, 0.720718671005",Noisy,One player's frame missing
15551,"0.35547515582550004, 0.7182435569695","0.2441435529205, 0.816697931154",0.14862028664169016
15552,"0.3527090642595, 0.7228688277365001",Missing,One player's frame missing
15553,"0.35516392817950004, 0.7178496168040001",Missing,One player's frame missing
15554,"0.35501847005, 0.7172753050055",Missing,One player's frame missing
15555,"0.353530329101, 0.7186312821374999",Missing,One player's frame missing
15556,"0.363776551952, 0.769479614565",Missing,One player's frame missing
15557,"0.3699282995275, 0.790859883175",Missing,One player's frame missing
15558,"0.368935824282, 0.8020736165919999",Missing,One player's frame missing
15559,"0.3732654562095, 0.8233109920115",Missing,One player's frame missing
15560,"0.3833889441795, 0.8256077985635",Missing,One player's frame missing
15561,"0.3684048129495, 0.763908912732",Missing,One player's frame missing
15562,"0.36034438584149997, 0.7419945974925",Missing,One player's frame missing
15563,"0.35762788526300004, 0.734712301464",Missing,One player's frame missing
15564,"0.358485279103, 0.7225878513174999",Missing,One player's frame missing
15565,"0.3582514682455, 0.7195810775164999",Missing,One player's frame missing
15566,"0.3563736438085, 0.722240424612",Missing,One player's frame missing
15567,"0.355988344899, 0.7163088519025",Missing,One player's frame missing
15568,"0.36760173670600005, 0.759908097591",Missing,One player's frame missing
15569,"0.3647670625235, 0.7931900298905",Missing,One player's frame missing
15570,"0.3599691380225, 0.753540722493",Missing,One player's frame missing
15571,"0.35682970327950003, 0.7342486810790001",Missing,One player's frame missing
15572,"0.35487064073450003, 0.7273298917365001",Missing,One player's frame missing
15573,"0.35401309450249996, 0.7213604484165",Off-surface,One player's frame missing
15574,"0.35488982209, 0.720473109113",Off-surface,One player's frame missing
15575,"0.360716825289, 0.7719906063140001",Off-surface,One player's frame missing
15576,"0.36301751640650004, 0.7991647752275",Off-surface,One player's frame missing
15577,"0.35772058500899995, 0.7555216419255",Off-surface,One player's frame missing
15578,"0.35921629322799997, 0.7320948830459999",Off-surface,One player's frame missing
15579,"0.35795215364349997, 0.7242865044955",Off-surface,One player's frame missing
15580,"0.3605970067645, 0.7208453395965",Off-surface,One player's frame missing
15581,"0.36708468864949995, 0.723530728666",Off-surface,One player's frame missing
15582,"0.36598252755649996, 0.7172086400985",Off-surface,One player's frame missing
15583,"0.358951896364, 0.7127707510044999",Missing,One player's frame missing
15584,"0.368675783586, 0.7616570793915001",Off-surface,One player's frame missing
15585,"0.3787067357075, 0.7902550170505",Noisy,One player's frame missing
15586,"0.38111488622199996, 0.803169814802",Noisy,One player's frame missing
15587,"0.3794599342125, 0.806433077542",Noisy,One player's frame missing
15588,"0.3815265725325, 0.8085027743145",Noisy,One player's frame missing
15589,"0.3665787724315, 0.7543021977389999",Noisy,One player's frame missing
15590,"0.36850997809499997, 0.7335756700375",Noisy,One player's frame missing
15591,"0.3671197086575, 0.7218281344045",Noisy,One player's frame missing
15592,"0.3668654149085, 0.7191582355725",Noisy,One player's frame missing
15593,"0.369628361354, 0.7199975275575",Missing,One player's frame missing
15594,"0.367859717189, 0.7152389244874999",Missing,One player's frame missing
15595,"0.36771175009449997, 0.7146746842264999",Missing,One player's frame missing
15596,"0.3685992209115, 0.7146130812905",Missing,One player's frame missing
15597,"0.368237852493, 0.715590334659",Missing,One player's frame missing
15598,"0.366884466007, 0.7099956414565001",Noisy,One player's frame missing
15599,"0.366394850941, 0.7111557552504999",Missing,One player's frame missing
15600,"0.36693004077, 0.712135888731",Noisy,One player's frame missing
15601,"0.36658804702250003, 0.7115903879255",Noisy,One player's frame missing
15602,"0.36646598869, 0.709407519999",Noisy,One player's frame missing
15603,"0.3673165420655, 0.711380629982",Noisy,One player's frame missing
15604,"0.368033418677, 0.707689580814",Noisy,One player's frame missing
15605,"0.36594864940000005, 0.7120648388699999",Noisy,One player's frame missing
15606,"0.36485146742499996, 0.7113154311104999",Noisy,One player's frame missing
15607,"0.3694438137375, 0.7059336337095001","0.20785777675099998, 0.45053650627999997",0.3022213428072923
15608,"0.3751405457325, 0.7502581291065",Missing,One player's frame missing
15609,"0.37713064909149996, 0.777475880346",Missing,One player's frame missing
15610,"0.3806949891625, 0.7866202632350001",Missing,One player's frame missing
15611,"0.3855723753475, 0.793038190062",Missing,One player's frame missing
15612,"0.39368574318649996, 0.8116772869015",Missing,One player's frame missing
15613,"0.3887308758695, 0.8105210739065",Missing,One player's frame missing
15614,"0.3817225574685, 0.8111237224435",Missing,One player's frame missing
15615,"0.38595218857700003, 0.8285886547225",Missing,One player's frame missing
15616,"0.384629263561, 0.8190866240065",Missing,One player's frame missing
15617,"0.38632931265250003, 0.8104434798419999",Noisy,One player's frame missing
15618,"0.37535169322899997, 0.7565458618234999",Noisy,One player's frame missing
15619,"0.370564044982, 0.731886677878","0.318984328006, 0.277356831546",0.45744709902885583
15620,"0.3733095961249999, 0.714820450911",Noisy,One player's frame missing
15621,"0.373317898303, 0.699575306271",Noisy,One player's frame missing
15622,Noisy,Noisy,Both player's frame missing
15623,Noisy,Noisy,Both player's frame missing
15624,Noisy,Noisy,Both player's frame missing
15625,Noisy,Noisy,Both player's frame missing
15626,Noisy,Noisy,Both player's frame missing
15627,Noisy,Noisy,Both player's frame missing
15628,Noisy,Noisy,Both player's frame missing
15629,Noisy,Noisy,Both player's frame missing
15630,"0.3848808071093334, 0.7731599413403334",Noisy,One player's frame missing
15631,"0.38066431526550004, 0.7991405835005",Noisy,One player's frame missing
15632,"0.37754060719149996, 0.810359310355",Noisy,One player's frame missing
15633,"0.38075009746699995, 0.8071505268179999",Noisy,One player's frame missing
15634,"0.3755863727303333, 0.8192141011726667",Noisy,One player's frame missing
15635,"0.373064515252, 0.8146246237845",Noisy,One player's frame missing
15636,"0.3618679910465, 0.757705132528",Noisy,One player's frame missing
15637,"0.35677238250349996, 0.7320041846984999",Noisy,One player's frame missing
15638,"0.355484310829, 0.715849169629",Noisy,One player's frame missing
15639,"0.35650502644766663, 0.7087819390296666",Noisy,One player's frame missing
15640,"0.3535415127095, 0.7066433334269999",Noisy,One player's frame missing
15641,"0.3488230363465, 0.7108739697565001",Noisy,One player's frame missing
15642,"0.346898728411, 0.710595809775",Noisy,One player's frame missing
15643,"0.347062391954, 0.710791599417",Off-surface,One player's frame missing
15644,"0.3467995689245, 0.7082761410155",Noisy,One player's frame missing
15645,"0.34795173290433334, 0.7027674122333334",Noisy,One player's frame missing
15646,"0.34704354763800005, 0.703299343393",Noisy,One player's frame missing
15647,"0.349727852778, 0.7007836998620001",Noisy,One player's frame missing
15648,"0.34935351723200003, 0.703667920192",Noisy,One player's frame missing
15649,"0.34847112921400003, 0.7002560918330001",Noisy,One player's frame missing
15650,"0.3500138558745, 0.7016487929849999",Noisy,One player's frame missing
15651,"0.35024944632033334, 0.7024509730580001",Noisy,One player's frame missing
15652,"0.34933036932899997, 0.702281136265",Noisy,One player's frame missing
15653,"0.347845263742, 0.7059270915385",Noisy,One player's frame missing
15654,"0.34825784748849997, 0.703853869417",Noisy,One player's frame missing
15655,"0.3481383242093334, 0.7075926482439999",Noisy,One player's frame missing
15656,"0.348535354738, 0.7078442618035",Noisy,One player's frame missing
15657,"0.361706816926, 0.759923351436",Noisy,One player's frame missing
15658,"0.373125999497, 0.7958928668199999",Noisy,One player's frame missing
15659,"0.3619816050065, 0.8094941481444999",Noisy,One player's frame missing
15660,"0.36003838724299997, 0.8239185477500001",Noisy,One player's frame missing
15661,"0.35532150267, 0.8151813176933332",Noisy,One player's frame missing
15662,"0.356738945293, 0.8258452995225001",Noisy,One player's frame missing
15663,"0.354125329943, 0.805948265567",Noisy,One player's frame missing
15664,"0.35307407557299997, 0.8096778628085",Noisy,One player's frame missing
15665,"0.339801731883, 0.7620258149825",Noisy,One player's frame missing
15666,"0.33542670413966663, 0.7350539618926667",Noisy,One player's frame missing
15667,"0.331695177656, 0.729020595053",Noisy,One player's frame missing
15668,"0.33112642226, 0.7219307636495",Noisy,One player's frame missing
15669,"0.33054458795849995, 0.7201012629379999",Noisy,One player's frame missing
15670,"0.329376667035, 0.7215356394735",Noisy,One player's frame missing
15671,"0.33852637587733336, 0.7688424205153334",Noisy,One player's frame missing
15672,"0.346723771148, 0.7950917870459999",Noisy,One player's frame missing
15673,Noisy,Noisy,Both player's frame missing
15674,Noisy,Noisy,Both player's frame missing
15675,"0.3816552840605, 0.8187992128355001",Noisy,One player's frame missing
15676,"0.379653436409, 0.816818322309",Noisy,One player's frame missing
15677,"0.37639308064366667, 0.8153058115249999",Noisy,One player's frame missing
15678,"0.368115533357, 0.7592879184219999",Noisy,One player's frame missing
15679,"0.36587186191599996, 0.7327562606144999",Noisy,One player's frame missing
15680,"0.36259696985400003, 0.721749719455",Noisy,One player's frame missing
15681,"0.361261309208, 0.7166014700579999",Noisy,One player's frame missing
15682,"0.359660123768, 0.7193104472133333",Noisy,One player's frame missing
15683,"0.35730710542099997, 0.7196678614249999",Noisy,One player's frame missing
15684,"0.360257798835, 0.7144623798405001",Noisy,One player's frame missing
15685,"0.3596837109315, 0.715119578326",Noisy,One player's frame missing
15686,"0.3582519045225, 0.710911193264",Noisy,One player's frame missing
15687,"0.35892202762133335, 0.7142567336419999",Noisy,One player's frame missing
15688,"0.355645489187, 0.71850040609",Noisy,One player's frame missing
15689,"0.3550092349925, 0.716037610662",Noisy,One player's frame missing
15690,"0.35714368725800005, 0.7180075433765001",Noisy,One player's frame missing
15691,"0.3597086270395, 0.7140284942045001",Noisy,One player's frame missing
15692,"0.3597876763353333, 0.7132039825503332",Noisy,One player's frame missing
15693,"0.361652283893, 0.709874139951",Noisy,One player's frame missing
15694,"0.3628344125585, 0.7074636206195",Noisy,One player's frame missing
15695,"0.36368057746099997, 0.706471805359",Noisy,One player's frame missing
15696,"0.36343198980050007, 0.7068405000565",Noisy,One player's frame missing
15697,"0.3592516886875, 0.7084724157005",Noisy,One player's frame missing
15698,"0.3269456219995, 0.702205671559",Noisy,One player's frame missing
15699,"0.3025214514365, 0.6981287358464999",Noisy,One player's frame missing
15700,"0.302965615975, 0.6963598470085",Noisy,One player's frame missing
15701,"0.3066837871625, 0.6931510893924999",Noisy,One player's frame missing
15702,"0.3149054814505, 0.7395304357879999",Noisy,One player's frame missing
15703,"0.32135021984699996, 0.7720683667624999",Noisy,One player's frame missing
15704,"0.329785926544, 0.7963328737895",Noisy,One player's frame missing
15705,"0.318965093818, 0.7404131041875001",Noisy,One player's frame missing
15706,"0.3120265740075, 0.72068526595",Noisy,One player's frame missing
15707,"0.30796888915549997, 0.7046921738995",Noisy,One player's frame missing
15708,"0.30673090591450003, 0.7014104735019999",Noisy,One player's frame missing
15709,"0.306994030275, 0.6991772629735",Noisy,One player's frame missing
15710,"0.313909367376, 0.7505262164915",Noisy,One player's frame missing
15711,"0.313564022904, 0.774225055508",Noisy,One player's frame missing
15712,"0.3099580401455, 0.732979510179",Noisy,One player's frame missing
15713,"0.3080747867245, 0.7142235018734999",Noisy,One player's frame missing
15714,"0.307831975387, 0.7055696309049999",Noisy,One player's frame missing
15715,"0.30673532207349996, 0.7042953093475",Noisy,One player's frame missing
15716,"0.3062408559515, 0.698805682527",Noisy,One player's frame missing
15717,"0.3193522534735, 0.729677949026",Noisy,One player's frame missing
15718,"0.3223261899855, 0.752540309035",Noisy,One player's frame missing
15719,"0.3223979891225, 0.7647291223065",Noisy,One player's frame missing
15720,"0.32284686546700003, 0.7796102962514999",Noisy,One player's frame missing
15721,"0.3269073629625, 0.783750159402",Noisy,One player's frame missing
15722,Noisy,Noisy,Both player's frame missing
15723,Noisy,Noisy,Both player's frame missing
15724,Noisy,Noisy,Both player's frame missing
15725,Noisy,Noisy,Both player's frame missing
15726,Noisy,Noisy,Both player's frame missing
15727,Noisy,Noisy,Both player's frame missing
15728,Noisy,Noisy,Both player's frame missing
15729,Noisy,Noisy,Both player's frame missing
15730,Noisy,Noisy,Both player's frame missing
15731,Noisy,Noisy,Both player's frame missing
15732,Noisy,Noisy,Both player's frame missing
15733,Noisy,Noisy,Both player's frame missing
15734,Noisy,Noisy,Both player's frame missing
15735,Noisy,Noisy,Both player's frame missing
15736,Noisy,Noisy,Both player's frame missing
15737,Noisy,Noisy,Both player's frame missing
15738,Noisy,Noisy,Both player's frame missing
15739,Noisy,Noisy,Both player's frame missing
15740,Noisy,Noisy,Both player's frame missing
15741,Noisy,Noisy,Both player's frame missing
15742,Noisy,Noisy,Both player's frame missing
15743,Noisy,Noisy,Both player's frame missing
15744,Noisy,Noisy,Both player's frame missing
15745,Noisy,Noisy,Both player's frame missing
15746,Noisy,Noisy,Both player's frame missing
15747,Noisy,Noisy,Both player's frame missing
15748,"0.37276599812199995, 0.7305444615065",Noisy,One player's frame missing
15749,"0.3699623939665, 0.7219368498335",Noisy,One player's frame missing
15750,"0.36796563325700005, 0.717851391948",Noisy,One player's frame missing
15751,"0.36671928494100003, 0.7184297296065001",Noisy,One player's frame missing
15752,"0.366685444756, 0.7201489653040001",Noisy,One player's frame missing
15753,"0.367470929168, 0.719511186628",Noisy,One player's frame missing
15754,"0.3671958062803333, 0.7177062266533333",Noisy,One player's frame missing
15755,"0.3690340474175, 0.720477207379",Noisy,One player's frame missing
15756,"0.37014235579, 0.7242041292524999",Noisy,One player's frame missing
15757,"0.372124577479, 0.7213897162975",Noisy,One player's frame missing
15758,"0.3701743480645, 0.7179656280310001",Noisy,One player's frame missing
15759,"0.343344415143, 0.7182488530169999",Noisy,One player's frame missing
15760,Noisy,Noisy,Both player's frame missing
15761,Noisy,Noisy,Both player's frame missing
15762,"0.31142096217, 0.700514249816",Noisy,One player's frame missing
15763,"0.30960824516100005, 0.7078774763794999",Noisy,One player's frame missing
15764,"0.3106464699845, 0.708959152509",Noisy,One player's frame missing
15765,"0.3091056527523333, 0.7078477802453333",Noisy,One player's frame missing
15766,"0.3099441088255, 0.7059212333195",Noisy,One player's frame missing
15767,"0.30962331034900004, 0.7058208327669999",Noisy,One player's frame missing
15768,"0.3093550948415, 0.7059480358145",Noisy,One player's frame missing
15769,"0.30792158590499996, 0.7053958764855",Noisy,One player's frame missing
15770,"0.3079983884875, 0.7069361016494999",Noisy,One player's frame missing
15771,"0.3075587830445, 0.7077467695065001",Noisy,One player's frame missing
15772,"0.3096123648145, 0.7041801703165",Noisy,One player's frame missing
15773,"0.3093325189265, 0.7047507631265",Noisy,One player's frame missing
15774,"0.30844176275150004, 0.708856295516",Noisy,One player's frame missing
15775,"0.310823486045, 0.704935926841",Noisy,One player's frame missing
15776,"0.30961096835400004, 0.7070160203125",Noisy,One player's frame missing
15777,"0.3279042737225, 0.7159882317774999",Noisy,One player's frame missing
15778,"0.37225933858099997, 0.729187559845",Noisy,One player's frame missing
15779,Missing,Noisy,Both player's frame missing
15780,"0.3677608116385, 0.723338364921",Noisy,One player's frame missing
15781,"0.367252562962, 0.7194314026249999",Noisy,One player's frame missing
15782,"0.36748643601600006, 0.7179767945144999",Noisy,One player's frame missing
15783,"0.3699775137355, 0.7225862463525",Noisy,One player's frame missing
15784,"0.3703152189055, 0.7195827518205",Noisy,One player's frame missing
15785,"0.3703851601075, 0.7175580253030001",Noisy,One player's frame missing
15786,"0.37110935904599995, 0.7173714908690001",Noisy,One player's frame missing
15787,"0.370178195137, 0.722851223075",Noisy,One player's frame missing
15788,"0.36812610754700004, 0.7210506493605",Noisy,One player's frame missing
15789,"0.36964919790149997, 0.722638243554",Noisy,One player's frame missing
15790,"0.3663378602275, 0.7278423283640001",Noisy,One player's frame missing
15791,"0.36590882060200003, 0.726464999322",Noisy,One player's frame missing
15792,"0.36670732184849997, 0.7247712174355",Noisy,One player's frame missing
15793,"0.367280086143, 0.7245598965494999",Noisy,One player's frame missing
15794,"0.36866136803, 0.7179548417575",Noisy,One player's frame missing
15795,"0.368483028785, 0.7199039526",Noisy,One player's frame missing
15796,"0.36716300444600003, 0.719988854175",Noisy,One player's frame missing
15797,"0.368053460488, 0.7190597549875",Noisy,One player's frame missing
15798,"0.36700669322449997, 0.722179936703",Noisy,One player's frame missing
15799,"0.36807035240749997, 0.724084419361",Noisy,One player's frame missing
15800,"0.3675105356665, 0.7168170461395",Noisy,One player's frame missing
15801,"0.37024813153899994, 0.7179672194985001",Noisy,One player's frame missing
15802,"0.37094571498100004, 0.7185423344615001",Noisy,One player's frame missing
15803,"0.371619723637, 0.717587740176",Noisy,One player's frame missing
15804,"0.37042035993433337, 0.7164904323253333",Noisy,One player's frame missing
15805,"0.36971409654, 0.7171513646709999",Noisy,One player's frame missing
15806,"0.3685383125645, 0.7170994481315001",Noisy,One player's frame missing
15807,"0.3667749469685, 0.7214341262835",Noisy,One player's frame missing
15808,"0.366155059282, 0.7223077725355",Noisy,One player's frame missing
15809,"0.34921817068649996, 0.7157948333920001",Noisy,One player's frame missing
15810,"0.321518611668, 0.714461113454",Noisy,One player's frame missing
15811,"0.31834289464800003, 0.716840917952",Noisy,One player's frame missing
15812,"0.3176403722415, 0.7164006445444999",Noisy,One player's frame missing
15813,"0.3191552285775, 0.711035002999",Noisy,One player's frame missing
15814,"0.319800728394, 0.7123887066869999",Noisy,One player's frame missing
15815,"0.31880192647600003, 0.7168397351995",Noisy,One player's frame missing
15816,"0.317556935862, 0.714238284589",Noisy,One player's frame missing
15817,"0.3195592605625, 0.7148423739030001",Noisy,One player's frame missing
15818,"0.318719217322, 0.7158136332260001",Noisy,One player's frame missing
15819,"0.31703280514699994, 0.715971167707",Noisy,One player's frame missing
15820,"0.3173624987766666, 0.7156230663973334",Noisy,One player's frame missing
15821,"0.3195716839445, 0.7128484386515",Noisy,One player's frame missing
15822,"0.3170052952745, 0.7141956900595",Noisy,One player's frame missing
15823,"0.3078078984605, 0.714543650981",Noisy,One player's frame missing
15824,"0.30615282834, 0.71406779743",Noisy,One player's frame missing
15825,"0.3063214013566667, 0.7166556997726667",Noisy,One player's frame missing
15826,"0.3066967052825, 0.7145492569735",Noisy,One player's frame missing
